face,demeanor,game,height,lightsaber,type
clean,menacing,clue,76.99,red,Sith
beard,calm,clue,46.28,green,Jedi
clean,calm,chutes,66.51,red,Sith
beard,calm,clue,83.97,blue,Jedi
beard,calm,clue,63.99,blue,Jedi
clean,menacing,monopoly,76.88,red,Sith
clean,menacing,monopoly,73.31,red,Sith
clean,menacing,monopoly,69.95,red,Sith
clean,calm,clue,77.45,blue,Jedi
clean,calm,monopoly,66.73,red,Sith
beard,calm,chutes,71.68,blue,Jedi
clean,menacing,chutes,72.12,red,Sith
beard,calm,clue,69.69,green,Jedi
beard,calm,monopoly,39.84,green,Jedi
clean,calm,monopoly,68.54,red,Jedi
beard,calm,clue,66.42,red,Sith
beard,calm,monopoly,75.98,blue,Jedi
clean,calm,chutes,65.14,green,Jedi
clean,menacing,monopoly,76.54,red,Sith
clean,menacing,chutes,65.08,red,Sith
clean,menacing,monopoly,68.02,red,Sith
clean,menacing,clue,63.26,red,Sith
beard,calm,clue,52.99,green,Jedi
clean,menacing,chutes,77.98,red,Sith
clean,calm,clue,66.82,red,Sith
beard,calm,clue,62.5,blue,Jedi
clean,menacing,chutes,68.86,red,Sith
clean,menacing,clue,69.58,red,Sith
clean,menacing,monopoly,68.69,red,Sith
clean,calm,monopoly,67.43,red,Sith
beard,calm,monopoly,46.38,green,Jedi
clean,menacing,chutes,76.61,red,Sith
beard,calm,chutes,75.74,blue,Jedi
clean,menacing,clue,61.71,red,Sith
clean,menacing,clue,64.07,red,Sith
clean,calm,chutes,57.47,blue,Jedi
beard,calm,chutes,66.36,green,Jedi
clean,calm,chutes,59.59,red,Sith
clean,calm,clue,71.55,red,Sith
beard,calm,monopoly,57.51,green,Jedi
clean,calm,clue,71.18,blue,Sith
clean,menacing,chutes,67.34,red,Sith
clean,calm,monopoly,69.15,green,Sith
beard,calm,clue,84.0,green,Jedi
beard,calm,monopoly,86.63,blue,Jedi
beard,calm,chutes,42.83,blue,Jedi
clean,calm,clue,61.6,blue,Jedi
beard,calm,monopoly,71.49,red,Sith
clean,calm,chutes,74.09,red,Sith
beard,calm,clue,67.33,blue,Jedi
beard,calm,clue,70.92,blue,Jedi
beard,calm,chutes,60.01,green,Jedi
beard,calm,clue,41.7,blue,Jedi
clean,menacing,clue,84.92,red,Sith
clean,calm,chutes,74.17,red,Sith
beard,calm,monopoly,61.96,green,Jedi
beard,calm,clue,52.36,green,Jedi
clean,menacing,chutes,66.52,red,Sith
clean,menacing,chutes,70.42,red,Sith
clean,calm,monopoly,75.96,blue,Sith
beard,calm,chutes,58.6,blue,Jedi
beard,calm,monopoly,83.17,red,Jedi
clean,menacing,chutes,73.62,red,Sith
clean,calm,monopoly,75.56,blue,Sith
clean,menacing,monopoly,72.0,red,Sith
clean,calm,chutes,70.4,red,Sith
beard,calm,clue,66.67,blue,Jedi
beard,calm,monopoly,68.72,blue,Jedi
beard,calm,chutes,71.6,blue,Jedi
clean,menacing,monopoly,74.44,blue,Sith
beard,menacing,chutes,76.25,red,Sith
beard,menacing,monopoly,50.69,green,Jedi
beard,calm,chutes,63.9,green,Jedi
beard,calm,monopoly,63.71,red,Jedi
clean,menacing,chutes,80.0,green,Sith
clean,menacing,monopoly,70.74,red,Sith
beard,menacing,monopoly,78.99,blue,Sith
clean,calm,monopoly,71.33,green,Jedi
clean,calm,monopoly,62.71,red,Sith
clean,menacing,chutes,70.95,green,Sith
beard,calm,chutes,78.44,green,Jedi
clean,calm,monopoly,61.6,red,Sith
clean,menacing,monopoly,66.83,red,Sith
clean,menacing,monopoly,64.64,red,Sith
beard,calm,clue,77.78,blue,Jedi
clean,menacing,clue,64.81,green,Sith
clean,calm,clue,72.63,red,Sith
clean,calm,chutes,68.17,blue,Jedi
clean,menacing,monopoly,63.34,red,Sith
beard,calm,clue,66.16,red,Sith
beard,calm,clue,69.28,blue,Jedi
beard,calm,clue,78.0,blue,Jedi
clean,menacing,clue,69.41,green,Sith
clean,menacing,clue,76.24,green,Sith
clean,menacing,clue,67.49,green,Sith
clean,menacing,monopoly,74.82,red,Sith
beard,calm,clue,65.63,green,Jedi
beard,calm,chutes,62.4,green,Jedi
clean,calm,clue,64.04,red,Sith
clean,calm,clue,74.68,red,Sith
clean,calm,chutes,68.85,red,Sith
beard,calm,clue,53.79,blue,Jedi
clean,calm,chutes,69.72,red,Sith
clean,menacing,clue,70.83,red,Sith
clean,menacing,monopoly,67.11,green,Jedi
clean,calm,monopoly,66.8,red,Sith
beard,menacing,clue,74.39,red,Sith
beard,calm,monopoly,61.56,blue,Jedi
clean,calm,monopoly,68.22,blue,Jedi
clean,calm,monopoly,64.93,green,Sith
clean,calm,clue,77.17,red,Sith
clean,menacing,monopoly,82.13,red,Sith
clean,calm,chutes,67.32,red,Sith
clean,menacing,chutes,72.8,red,Sith
clean,menacing,monopoly,75.21,red,Sith
clean,calm,clue,74.16,red,Sith
clean,menacing,monopoly,69.07,green,Sith
clean,calm,clue,74.18,red,Sith
beard,calm,monopoly,69.49,blue,Jedi
beard,calm,monopoly,59.41,green,Jedi
clean,menacing,chutes,68.53,red,Sith
clean,calm,monopoly,58.59,blue,Jedi
clean,calm,clue,71.49,red,Sith
beard,menacing,chutes,65.69,green,Jedi
clean,calm,chutes,75.38,red,Sith
beard,calm,clue,63.33,red,Sith
beard,calm,chutes,72.82,green,Jedi
clean,calm,clue,47.67,green,Jedi
clean,calm,monopoly,71.6,red,Sith
clean,calm,chutes,75.97,red,Sith
beard,calm,monopoly,77.02,green,Jedi
beard,calm,clue,57.82,green,Jedi
beard,calm,chutes,74.08,blue,Jedi
beard,menacing,clue,72.86,red,Sith
clean,menacing,clue,67.32,red,Sith
clean,calm,monopoly,66.06,blue,Sith
beard,calm,monopoly,52.54,green,Jedi
beard,calm,monopoly,76.06,green,Jedi
clean,calm,chutes,80.05,red,Sith
beard,calm,monopoly,67.63,blue,Jedi
clean,menacing,clue,69.48,red,Sith
clean,calm,clue,69.57,red,Sith
clean,calm,clue,81.97,blue,Jedi
clean,menacing,monopoly,69.85,blue,Jedi
clean,menacing,clue,78.77,red,Sith
beard,calm,monopoly,79.9,green,Sith
beard,calm,clue,86.77,blue,Jedi
beard,calm,clue,74.91,green,Jedi
beard,calm,chutes,89.02,blue,Jedi
beard,menacing,monopoly,75.32,red,Sith
beard,calm,chutes,71.95,red,Sith
beard,calm,monopoly,56.1,green,Jedi
clean,menacing,chutes,82.88,red,Sith
beard,calm,monopoly,54.29,blue,Jedi
beard,menacing,chutes,74.26,blue,Sith
clean,calm,chutes,75.93,red,Sith
beard,calm,monopoly,73.23,red,Sith
beard,calm,chutes,50.19,blue,Jedi
beard,calm,monopoly,88.68,green,Jedi
beard,calm,clue,52.59,blue,Jedi
beard,calm,clue,70.97,red,Sith
clean,menacing,monopoly,68.12,green,Sith
clean,calm,clue,68.07,red,Sith
beard,menacing,clue,58.03,red,Jedi
clean,calm,chutes,65.71,red,Sith
beard,calm,clue,60.82,green,Jedi
beard,calm,chutes,56.11,blue,Jedi
beard,calm,clue,85.26,red,Jedi
beard,calm,clue,60.66,blue,Jedi
beard,menacing,chutes,67.09,red,Sith
beard,calm,monopoly,56.63,blue,Jedi
clean,calm,chutes,70.72,red,Sith
beard,calm,monopoly,72.01,green,Jedi
clean,menacing,clue,70.27,red,Sith
clean,calm,chutes,72.78,red,Sith
clean,calm,chutes,70.38,blue,Sith
clean,calm,clue,77.17,red,Sith
clean,calm,monopoly,75.36,blue,Jedi
beard,calm,monopoly,65.47,green,Jedi
clean,calm,monopoly,67.01,red,Sith
beard,menacing,clue,70.43,red,Sith
clean,calm,monopoly,65.63,red,Sith
beard,calm,clue,82.37,green,Jedi
clean,calm,monopoly,76.34,blue,Sith
beard,menacing,chutes,66.49,red,Sith
beard,menacing,clue,71.98,blue,Jedi
beard,calm,clue,48.18,green,Jedi
clean,calm,clue,69.96,red,Sith
clean,calm,clue,63.3,red,Sith
clean,menacing,monopoly,77.01,red,Sith
beard,calm,clue,68.81,blue,Jedi
clean,calm,chutes,72.51,blue,Sith
beard,menacing,chutes,71.34,red,Sith
beard,calm,chutes,80.55,green,Jedi
beard,menacing,monopoly,69.9,red,Sith
clean,menacing,clue,78.05,red,Sith
beard,menacing,chutes,74.87,red,Sith
clean,calm,clue,73.34,blue,Sith
clean,menacing,chutes,64.71,red,Sith
clean,calm,clue,70.42,red,Sith
clean,menacing,monopoly,65.68,red,Sith
beard,calm,chutes,69.36,green,Jedi
clean,calm,chutes,72.9,red,Sith
clean,calm,clue,73.67,red,Sith
beard,calm,monopoly,54.84,green,Jedi
clean,calm,clue,76.5,green,Sith
clean,menacing,chutes,68.29,red,Sith
beard,calm,chutes,56.87,blue,Jedi
clean,menacing,monopoly,72.02,red,Sith
beard,calm,chutes,63.52,blue,Jedi
beard,calm,monopoly,32.78,green,Jedi
clean,calm,monopoly,77.41,red,Sith
clean,menacing,chutes,81.47,blue,Sith
clean,calm,monopoly,71.7,red,Sith
clean,calm,monopoly,61.43,green,Jedi
clean,calm,monopoly,65.18,blue,Jedi
clean,calm,chutes,71.5,red,Sith
beard,calm,chutes,73.74,blue,Jedi
beard,calm,chutes,61.91,blue,Jedi
clean,calm,monopoly,68.67,red,Sith
clean,menacing,monopoly,75.47,red,Sith
clean,calm,monopoly,77.18,red,Sith
beard,calm,monopoly,45.86,blue,Jedi
clean,menacing,monopoly,73.43,red,Sith
clean,calm,clue,65.54,red,Sith
clean,calm,monopoly,72.15,red,Sith
clean,calm,monopoly,76.19,red,Sith
beard,calm,monopoly,61.04,red,Sith
clean,calm,chutes,88.24,blue,Jedi
clean,calm,monopoly,72.62,red,Sith
beard,calm,chutes,93.02,blue,Jedi
clean,menacing,chutes,67.75,red,Sith
clean,menacing,clue,68.73,red,Sith
clean,calm,monopoly,60.71,red,Sith
clean,calm,monopoly,74.71,red,Sith
clean,calm,monopoly,70.19,red,Sith
clean,menacing,clue,75.25,red,Sith
clean,menacing,clue,69.52,red,Sith
clean,calm,monopoly,66.86,blue,Sith
beard,calm,clue,67.74,green,Jedi
clean,menacing,clue,71.38,red,Sith
beard,menacing,monopoly,50.54,blue,Jedi
clean,calm,chutes,76.51,red,Sith
clean,menacing,clue,62.62,red,Sith
clean,menacing,monopoly,65.66,red,Sith
clean,menacing,clue,63.56,red,Sith
beard,calm,monopoly,73.51,blue,Jedi
clean,calm,monopoly,66.09,green,Jedi
clean,calm,clue,64.95,red,Sith
beard,menacing,chutes,71.7,green,Sith
beard,menacing,chutes,56.94,blue,Jedi
clean,calm,monopoly,73.25,red,Sith
beard,calm,monopoly,60.11,red,Sith
clean,menacing,chutes,71.26,red,Sith
clean,calm,monopoly,47.5,green,Jedi
clean,menacing,chutes,72.62,red,Sith
clean,calm,chutes,97.31,blue,Jedi
clean,calm,monopoly,53.77,blue,Jedi
beard,calm,chutes,51.99,blue,Jedi
beard,calm,chutes,78.39,red,Sith
beard,calm,monopoly,58.16,blue,Jedi
clean,menacing,monopoly,73.29,red,Sith
beard,calm,clue,68.48,blue,Jedi
clean,menacing,clue,72.06,red,Sith
clean,calm,clue,76.43,green,Sith
beard,calm,clue,76.51,blue,Jedi
beard,menacing,chutes,66.38,red,Sith
clean,calm,clue,78.48,red,Sith
clean,menacing,clue,74.29,red,Sith
clean,menacing,monopoly,67.08,red,Sith
clean,calm,chutes,67.22,blue,Sith
beard,calm,monopoly,93.26,blue,Jedi
beard,menacing,clue,66.69,green,Jedi
clean,menacing,chutes,74.33,red,Sith
beard,calm,monopoly,62.32,green,Jedi
clean,menacing,chutes,71.52,red,Sith
clean,menacing,clue,79.97,red,Sith
clean,calm,monopoly,66.72,red,Sith
clean,menacing,monopoly,69.24,red,Sith
clean,menacing,clue,73.02,red,Sith
clean,menacing,monopoly,68.96,red,Sith
clean,calm,monopoly,73.58,green,Sith
clean,calm,clue,67.82,red,Sith
clean,menacing,clue,77.57,red,Sith
beard,calm,monopoly,60.84,blue,Jedi
beard,calm,chutes,69.83,red,Jedi
clean,menacing,chutes,70.71,red,Sith
clean,menacing,monopoly,70.15,green,Sith
clean,calm,monopoly,63.15,red,Sith
clean,calm,clue,60.15,red,Sith
clean,calm,monopoly,83.33,red,Sith
beard,calm,clue,56.87,blue,Jedi
clean,calm,chutes,58.76,blue,Jedi
beard,calm,chutes,54.09,blue,Jedi
beard,calm,clue,79.35,green,Jedi
beard,calm,monopoly,73.36,green,Jedi
beard,calm,clue,69.69,green,Jedi
beard,calm,chutes,80.37,blue,Jedi
clean,menacing,monopoly,72.16,blue,Jedi
beard,calm,chutes,63.27,blue,Jedi
clean,calm,chutes,72.09,red,Sith
beard,calm,chutes,65.49,red,Sith
clean,calm,chutes,71.59,red,Sith
clean,menacing,monopoly,65.68,red,Sith
beard,calm,clue,44.57,blue,Jedi
clean,calm,clue,67.37,red,Sith
clean,menacing,chutes,73.54,red,Sith
clean,menacing,monopoly,71.12,red,Sith
clean,calm,chutes,73.3,red,Sith
clean,calm,monopoly,70.69,red,Sith
clean,calm,chutes,68.36,red,Sith
clean,menacing,chutes,61.35,red,Sith
clean,calm,clue,66.29,red,Sith
clean,calm,chutes,65.28,red,Sith
clean,menacing,monopoly,63.35,red,Sith
clean,menacing,monopoly,69.94,red,Sith
beard,calm,monopoly,81.21,green,Jedi
clean,calm,chutes,70.86,red,Sith
beard,calm,monopoly,68.86,green,Jedi
beard,calm,monopoly,61.6,blue,Jedi
clean,menacing,chutes,54.32,blue,Jedi
beard,calm,chutes,56.52,blue,Jedi
clean,calm,monopoly,68.69,red,Sith
clean,calm,monopoly,67.56,red,Sith
beard,calm,chutes,61.13,green,Jedi
beard,calm,monopoly,87.51,green,Jedi
clean,menacing,monopoly,70.79,red,Sith
clean,calm,monopoly,71.1,red,Sith
clean,calm,clue,74.09,red,Sith
clean,calm,chutes,58.06,blue,Sith
clean,calm,monopoly,70.99,red,Sith
clean,calm,clue,68.8,red,Sith
beard,calm,monopoly,73.58,red,Sith
clean,menacing,clue,64.69,red,Sith
clean,calm,clue,72.36,red,Sith
clean,calm,monopoly,71.58,red,Sith
clean,calm,clue,72.59,red,Sith
beard,calm,monopoly,56.85,blue,Jedi
clean,calm,chutes,67.31,green,Jedi
clean,menacing,monopoly,76.82,red,Sith
beard,calm,clue,63.03,green,Jedi
clean,menacing,clue,71.66,red,Sith
clean,calm,clue,62.42,red,Sith
clean,calm,chutes,72.39,red,Sith
clean,menacing,chutes,77.04,red,Sith
beard,calm,chutes,72.29,blue,Jedi
beard,calm,monopoly,44.93,blue,Jedi
beard,calm,chutes,66.33,blue,Jedi
clean,calm,chutes,79.08,blue,Sith
clean,menacing,clue,74.11,red,Sith
beard,calm,chutes,63.46,green,Jedi
beard,calm,clue,91.68,green,Jedi
beard,calm,monopoly,63.22,blue,Jedi
clean,calm,chutes,81.44,blue,Sith
beard,calm,clue,61.1,blue,Jedi
clean,calm,chutes,69.13,red,Sith
clean,menacing,monopoly,69.7,red,Sith
beard,calm,clue,71.59,blue,Jedi
clean,calm,clue,70.25,red,Sith
clean,menacing,monopoly,67.43,red,Sith
beard,calm,monopoly,61.13,green,Jedi
clean,calm,monopoly,57.38,green,Jedi
clean,calm,chutes,49.0,blue,Jedi
beard,calm,clue,75.75,blue,Jedi
clean,calm,monopoly,64.44,red,Sith
clean,calm,chutes,79.87,blue,Sith
clean,menacing,chutes,66.07,red,Sith
beard,calm,monopoly,33.6,green,Jedi
beard,menacing,monopoly,60.44,blue,Jedi
clean,menacing,chutes,65.44,red,Sith
clean,menacing,monopoly,74.87,red,Sith
clean,calm,chutes,68.0,red,Sith
beard,calm,clue,75.5,blue,Jedi
clean,menacing,monopoly,67.29,red,Sith
clean,menacing,monopoly,61.18,red,Sith
beard,menacing,chutes,66.45,green,Sith
clean,menacing,chutes,80.76,red,Sith
clean,calm,monopoly,66.23,red,Sith
clean,calm,monopoly,64.09,red,Sith
clean,calm,monopoly,72.97,red,Sith
clean,menacing,clue,69.29,red,Sith
beard,calm,monopoly,62.62,blue,Jedi
beard,calm,monopoly,68.45,green,Jedi
beard,menacing,clue,78.57,red,Jedi
clean,calm,chutes,61.79,red,Jedi
beard,calm,monopoly,51.41,blue,Jedi
clean,menacing,clue,65.03,red,Sith
clean,calm,clue,67.59,blue,Sith
beard,menacing,clue,77.49,red,Sith
clean,calm,clue,71.77,red,Sith
clean,calm,chutes,69.88,red,Sith
clean,calm,chutes,64.97,red,Sith
clean,menacing,monopoly,78.21,red,Sith
clean,calm,chutes,65.25,red,Sith
clean,menacing,clue,71.06,red,Sith
beard,calm,monopoly,64.26,blue,Jedi
clean,calm,chutes,75.76,red,Sith
clean,calm,monopoly,59.49,red,Sith
clean,menacing,chutes,67.39,red,Sith
clean,menacing,monopoly,66.33,red,Sith
beard,calm,clue,63.66,green,Jedi
clean,calm,monopoly,64.07,green,Jedi
clean,calm,clue,77.15,red,Sith
clean,calm,monopoly,50.13,red,Sith
beard,calm,chutes,69.16,red,Sith
clean,menacing,chutes,72.02,red,Sith
clean,menacing,chutes,74.95,red,Sith
clean,calm,monopoly,70.85,red,Sith
clean,calm,chutes,67.12,red,Sith
clean,menacing,monopoly,66.98,blue,Sith
clean,calm,chutes,80.78,red,Sith
beard,calm,clue,63.61,red,Jedi
clean,menacing,clue,67.39,red,Sith
beard,calm,monopoly,58.04,green,Jedi
clean,menacing,chutes,72.66,green,Sith
beard,calm,clue,76.49,blue,Jedi
beard,calm,chutes,61.09,green,Jedi
beard,calm,clue,70.84,red,Jedi
clean,menacing,monopoly,67.73,red,Sith
clean,calm,chutes,65.57,red,Sith
beard,calm,chutes,65.97,blue,Jedi
clean,calm,monopoly,67.37,red,Sith
clean,menacing,chutes,61.93,red,Sith
beard,menacing,clue,68.57,red,Sith
beard,calm,clue,77.73,blue,Jedi
beard,calm,chutes,62.43,green,Jedi
beard,calm,chutes,78.56,blue,Jedi
clean,calm,chutes,61.4,red,Sith
clean,menacing,chutes,70.58,blue,Jedi
clean,menacing,monopoly,46.83,blue,Jedi
clean,calm,clue,69.31,red,Sith
beard,calm,monopoly,40.94,blue,Jedi
beard,calm,chutes,68.59,blue,Jedi
clean,calm,clue,74.43,red,Sith
clean,calm,monopoly,71.36,red,Sith
beard,calm,chutes,56.38,blue,Jedi
beard,menacing,chutes,80.24,green,Jedi
beard,menacing,chutes,76.15,blue,Jedi
clean,calm,monopoly,69.42,red,Sith
beard,calm,chutes,62.51,green,Jedi
clean,calm,chutes,67.31,green,Jedi
clean,menacing,chutes,67.02,red,Sith
clean,menacing,chutes,76.78,red,Sith
clean,calm,monopoly,75.06,red,Sith
clean,menacing,monopoly,73.25,red,Sith
clean,menacing,clue,63.32,red,Sith
clean,calm,monopoly,69.05,red,Sith
clean,calm,monopoly,67.71,red,Sith
clean,calm,chutes,71.76,red,Sith
clean,calm,clue,65.26,green,Jedi
beard,calm,clue,54.39,red,Jedi
beard,calm,clue,54.59,green,Jedi
beard,calm,monopoly,66.83,red,Sith
clean,menacing,clue,73.2,red,Sith
clean,calm,monopoly,78.24,red,Sith
clean,calm,monopoly,64.32,red,Sith
clean,calm,monopoly,66.1,red,Sith
clean,calm,clue,78.94,red,Sith
clean,calm,clue,71.02,red,Sith
beard,calm,chutes,92.31,blue,Jedi
clean,calm,clue,63.92,blue,Jedi
beard,calm,clue,79.77,green,Jedi
beard,calm,clue,75.23,green,Jedi
clean,calm,monopoly,68.8,red,Sith
beard,calm,clue,59.84,blue,Jedi
clean,menacing,monopoly,75.13,red,Sith
clean,menacing,clue,68.54,red,Sith
clean,menacing,monopoly,62.66,red,Sith
clean,menacing,chutes,72.79,green,Sith
beard,calm,monopoly,72.0,red,Sith
clean,calm,monopoly,77.88,red,Sith
clean,menacing,monopoly,74.67,red,Sith
beard,calm,chutes,48.54,green,Jedi
clean,menacing,clue,66.47,red,Sith
clean,calm,chutes,71.08,red,Sith
clean,menacing,chutes,71.36,red,Sith
clean,calm,clue,66.55,red,Sith
clean,menacing,chutes,72.49,red,Sith
clean,menacing,chutes,69.47,red,Sith
clean,menacing,monopoly,62.47,red,Sith
beard,calm,clue,64.98,blue,Jedi
clean,menacing,monopoly,66.13,red,Sith
clean,menacing,monopoly,67.19,red,Sith
clean,calm,chutes,61.94,red,Sith
beard,menacing,monopoly,55.88,blue,Jedi
clean,menacing,monopoly,69.1,red,Sith
beard,calm,monopoly,71.83,green,Jedi
beard,calm,monopoly,64.44,green,Jedi
beard,calm,chutes,60.77,blue,Jedi
beard,calm,monopoly,60.43,green,Jedi
clean,calm,monopoly,71.1,red,Sith
beard,calm,chutes,56.32,green,Jedi
beard,calm,monopoly,52.68,green,Jedi
clean,menacing,monopoly,70.39,red,Sith
clean,calm,monopoly,74.46,red,Sith
clean,menacing,clue,73.95,green,Sith
clean,calm,clue,68.21,red,Sith
clean,calm,monopoly,61.18,red,Sith
clean,calm,monopoly,65.55,red,Sith
clean,calm,monopoly,78.82,blue,Jedi
beard,calm,monopoly,71.24,blue,Jedi
beard,calm,clue,52.33,green,Jedi
beard,calm,monopoly,68.82,blue,Sith
beard,menacing,monopoly,67.58,red,Sith
clean,menacing,chutes,82.19,red,Sith
clean,calm,chutes,77.63,red,Sith
clean,calm,clue,72.68,green,Sith
beard,calm,clue,73.88,green,Jedi
beard,calm,chutes,58.5,green,Jedi
beard,calm,monopoly,60.24,green,Jedi
clean,calm,clue,72.72,blue,Sith
clean,calm,monopoly,71.36,red,Sith
clean,calm,monopoly,80.01,green,Sith
beard,calm,chutes,65.35,blue,Jedi
beard,calm,clue,63.47,green,Jedi
clean,calm,clue,60.4,red,Sith
clean,menacing,monopoly,53.27,green,Jedi
clean,menacing,chutes,75.94,red,Sith
clean,calm,clue,73.01,red,Sith
clean,calm,monopoly,73.74,red,Sith
beard,calm,monopoly,50.31,green,Jedi
clean,calm,clue,67.85,red,Sith
beard,calm,monopoly,73.92,blue,Jedi
clean,menacing,clue,79.07,red,Sith
beard,calm,monopoly,75.26,green,Jedi
beard,calm,monopoly,66.08,blue,Jedi
clean,calm,monopoly,75.27,red,Sith
clean,calm,chutes,72.22,red,Sith
clean,menacing,chutes,67.19,red,Sith
clean,calm,chutes,74.45,red,Sith
beard,calm,clue,70.54,red,Sith
clean,menacing,monopoly,68.17,red,Sith
beard,menacing,chutes,72.73,red,Sith
clean,menacing,monopoly,63.35,red,Sith
clean,calm,clue,64.26,blue,Sith
clean,menacing,clue,72.74,red,Sith
clean,calm,monopoly,84.72,blue,Jedi
clean,menacing,clue,75.01,red,Sith
beard,calm,clue,61.97,green,Jedi
clean,calm,monopoly,48.45,red,Jedi
clean,calm,monopoly,68.24,red,Sith
clean,calm,monopoly,63.31,green,Jedi
clean,menacing,clue,67.49,red,Sith
beard,calm,chutes,63.16,green,Jedi
beard,calm,monopoly,49.6,green,Jedi
beard,calm,clue,98.88,blue,Jedi
clean,calm,monopoly,67.02,red,Sith
clean,calm,clue,71.58,red,Sith
clean,calm,clue,66.62,blue,Jedi
clean,calm,monopoly,70.51,red,Sith
clean,calm,monopoly,64.24,red,Sith
clean,calm,monopoly,48.38,blue,Jedi
clean,menacing,monopoly,78.08,red,Sith
beard,calm,chutes,79.47,blue,Jedi
beard,calm,clue,76.78,blue,Jedi
clean,menacing,monopoly,65.1,red,Sith
beard,calm,chutes,56.54,blue,Jedi
clean,calm,monopoly,87.26,green,Jedi
clean,calm,chutes,67.47,red,Sith
beard,calm,chutes,70.85,green,Jedi
beard,calm,monopoly,54.31,green,Jedi
beard,calm,monopoly,45.75,blue,Jedi
clean,calm,chutes,72.39,red,Sith
clean,calm,monopoly,65.27,red,Sith
clean,calm,chutes,71.54,red,Sith
clean,menacing,monopoly,80.15,red,Sith
clean,calm,monopoly,61.34,green,Jedi
clean,menacing,clue,67.02,red,Sith
beard,calm,chutes,79.21,blue,Jedi
clean,calm,clue,75.79,red,Sith
clean,calm,chutes,69.07,red,Sith
beard,menacing,clue,77.32,green,Jedi
beard,calm,clue,58.61,green,Jedi
clean,menacing,monopoly,69.75,red,Sith
clean,calm,clue,76.34,red,Sith
clean,menacing,monopoly,70.32,red,Sith
clean,calm,monopoly,71.99,red,Sith
clean,menacing,clue,73.43,red,Sith
clean,menacing,chutes,67.92,red,Sith
clean,menacing,monopoly,75.65,red,Sith
clean,calm,monopoly,57.6,blue,Jedi
clean,menacing,chutes,65.12,blue,Sith
beard,calm,monopoly,74.94,green,Jedi
clean,calm,clue,83.1,green,Sith
clean,calm,monopoly,70.32,red,Sith
clean,menacing,chutes,66.66,red,Sith
clean,menacing,monopoly,66.52,red,Sith
clean,menacing,monopoly,68.03,red,Sith
clean,menacing,clue,73.14,red,Sith
clean,calm,clue,79.72,red,Sith
beard,calm,clue,78.79,green,Jedi
beard,calm,clue,51.04,blue,Jedi
clean,calm,monopoly,75.93,red,Sith
beard,menacing,monopoly,63.57,red,Sith
clean,calm,clue,69.43,red,Sith
clean,calm,chutes,70.83,green,Jedi
clean,calm,clue,76.29,red,Sith
beard,calm,chutes,45.67,blue,Jedi
beard,calm,chutes,51.34,blue,Jedi
beard,calm,monopoly,62.5,green,Jedi
clean,menacing,chutes,74.09,red,Sith
beard,calm,monopoly,73.38,green,Jedi
clean,menacing,monopoly,63.48,red,Sith
clean,menacing,monopoly,68.01,red,Sith
clean,menacing,chutes,65.54,red,Sith
beard,calm,clue,78.91,red,Sith
clean,calm,clue,68.97,blue,Jedi
clean,calm,chutes,67.22,blue,Sith
clean,calm,chutes,69.8,green,Jedi
clean,menacing,clue,74.73,red,Sith
clean,menacing,clue,73.22,red,Sith
clean,calm,clue,66.36,red,Sith
clean,calm,clue,70.12,red,Sith
clean,calm,monopoly,72.92,red,Sith
clean,calm,monopoly,66.35,red,Sith
clean,calm,monopoly,64.04,blue,Sith
clean,menacing,monopoly,70.41,red,Sith
beard,calm,monopoly,85.45,green,Jedi
beard,menacing,clue,72.68,red,Sith
clean,calm,clue,77.93,green,Sith
clean,menacing,clue,59.7,red,Sith
clean,menacing,clue,72.61,red,Sith
beard,calm,chutes,78.21,green,Jedi
clean,menacing,clue,62.33,red,Sith
clean,menacing,clue,68.43,red,Sith
clean,calm,clue,78.51,red,Sith
clean,calm,clue,71.04,red,Sith
clean,calm,clue,66.84,red,Sith
beard,calm,monopoly,42.66,blue,Jedi
clean,menacing,chutes,71.97,blue,Sith
beard,calm,clue,64.23,green,Jedi
beard,calm,monopoly,48.39,blue,Jedi
beard,calm,clue,69.03,blue,Jedi
clean,menacing,monopoly,73.14,red,Sith
beard,calm,monopoly,69.61,green,Jedi
clean,menacing,chutes,63.71,red,Sith
beard,calm,chutes,66.66,blue,Jedi
clean,calm,chutes,76.93,red,Sith
beard,calm,clue,64.09,green,Jedi
beard,menacing,chutes,72.73,red,Sith
beard,calm,monopoly,63.77,green,Jedi
beard,calm,monopoly,77.22,red,Sith
clean,calm,clue,69.73,red,Sith
clean,calm,chutes,66.82,red,Sith
clean,calm,clue,61.02,red,Sith
beard,calm,clue,57.95,blue,Jedi
clean,calm,monopoly,75.42,red,Sith
clean,calm,clue,65.92,red,Sith
beard,menacing,monopoly,61.49,red,Sith
clean,calm,chutes,74.32,red,Sith
beard,calm,chutes,53.57,green,Jedi
clean,calm,chutes,82.34,blue,Jedi
clean,menacing,clue,73.31,red,Sith
beard,menacing,chutes,59.19,green,Jedi
clean,calm,chutes,62.84,red,Sith
beard,calm,monopoly,54.26,blue,Jedi
beard,calm,chutes,59.35,blue,Jedi
beard,calm,clue,41.41,blue,Jedi
clean,calm,chutes,71.83,red,Sith
clean,menacing,monopoly,76.37,green,Sith
clean,calm,monopoly,71.87,red,Sith
beard,calm,chutes,66.35,red,Sith
beard,calm,monopoly,54.06,blue,Jedi
clean,menacing,chutes,63.22,red,Sith
clean,menacing,clue,69.1,red,Sith
